sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,MODIS_NPP,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,sequencing_platform454Roche,sequencing_platformIllumina,sample_typerhizosphere_soil,sample_typesoil,sample_typetopsoil,primersAML1_AML2_then_AMV4_5NF_AMDGR,primersAML1_AML2_then_NS31_AM1,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,primersAMV4_5F_AMDGR,primersAMV4_5NF_AMDGR,primersGeoA2_AML2_then_NS31_AMDGR,primersGeoA2_NS4_then_NS31_AML2,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,primersNS1_NS4_then_AML1_AML2,primersNS1_NS4_then_AMV4_5NF_AMDGR,primersNS1_NS4_then_NS31_AM1,primersNS1_NS41_then_AML1_AML2,primersNS31_AM1,primersNS31_AML2,primersWANDA_AML2,amf_sampling_density,Resolve_Biome,arbuscular_mycorrhizal_richness,CV_Fold_Random,Pixel_Long,Pixel_Lat,CV_Fold_Spatial
S4983,1066.0,33.5,576.703247070313,262.5,104.396644592285,100,509.0,2816.0,3940.0,0.812528491020203,-0.128753274679184,170.0,0.505035638809204,0.875,0.0,2.9828405380249,0.0,2740.474609375,200.0,25.0367164611816,37.8258819580078,69.9428100585938,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.086684875190258,4,2.77240118844396,8,127.179168701172,46.6041679382324,2
S1274,1970.0,154.549351873658,754.236145019531,237.549631060438,84.8916397094727,18,722.0,2862.0,3107.0,-0.0698358565568924,0.868140697479248,1381.0,4.99438858032227,-8.875,0.0,0.0,33.8339538574219,5626.4189453125,136.25032043457,47.9264144897461,25.3469257354736,64.9247741699219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0368321798741817,7,4.09850257237076,10,-65.8791656494141,-28.1875,5
S2657,1752.0,190.466476064006,1602.84814453125,267.449775330006,93.4016723632812,0,318.0,3852.0,5526.0,-0.650732278823853,-0.575048446655273,872.0,2.49606561660767,-1.1875,0.0573193952441216,0.0,167.485336303711,14048.6982421875,168.061508178711,56.7829666137695,47.0569725036621,54.977653503418,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0044017676264047,1,3.40109736801431,3,146.120834350586,-19.0208339691162,10
S5896,1560.0,223.499647669559,1114.212890625,260.499647669559,33.6983184814453,0,1096.0,4509.0,2554.0,0.406484305858612,-0.913633942604065,54.0,3.5624361038208,-0.375,0.137849688529968,0.0,92.9189300537109,18628.080078125,193.373947143555,61.112663269043,37.4970626831055,55.9898490905762,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0383946187794209,1,3.11347088819339,4,32.4791679382324,-28.2625007629395,10
S7002,1447.99987792969,100.667510631422,543.984619140625,273.684238449422,41.3966827392578,0,492.0,1602.0,5658.0,0.680227518081665,-0.70455527305603,1652.0,15.0495548248291,5.9375,0.0,0.0,70.8135147094727,5953.7998046875,198.817596435547,48.0841827392578,42.2609901428223,63.0618133544922,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0812075063586235,12,2.71905610442558,10,-2.83750009536743,37.404167175293,10
S4594,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,2.56479551062453,5,-155.304168701172,19.8291664123535,1
S3359,1933.99975585938,227.566558847635,2951.05102539063,248.549880681634,17.8999996185303,0,270.0,1755.0,3805.0,0.744007647037506,0.668168604373932,49.5,5.98559474945068,-4.0,0.0,1.21187746524811,121.70809173584,16072.947265625,200.0,28.6565074920654,73.465461730957,55.0875701904297,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.97211617231369,1,3.04447484370115,6,-156.037506103516,20.7958335876465,2
S3161,1104.0,44.5002813288256,553.161437988281,268.500281328826,104.901672363281,100,593.0,328.0,3673.0,-0.147347897291183,-0.57735025882721,139.0,0.727026581764221,0.9375,0.0,55.994441986084,0.0,3002.53979492188,200.0,27.1125774383545,23.4905910491943,67.2915344238281,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0907023027539253,4,2.94443897916644,9,126.845832824707,45.845832824707,8
S1357,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,2.90339766569816,7,-155.304168701172,19.8291664123535,1
S2894,1439.0,83.5165291559021,350.161376953125,295.516529155902,106.901672363281,100,1428.0,1022.0,2266.0,-0.707106471061707,0.707107126712799,478.0,0.362261563539505,-0.75,0.0,31.7326183319092,0.0,2695.697265625,200.0,45.0349044799805,11.2350044250488,84.1526565551758,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.116254739463329,4,2.67380375447842,10,119.445831298828,42.4625015258789,4
S6085,921.0,66.5,1030.853515625,257.483282154,14.8999996185303,76,384.0,-542.0,2795.0,-0.316227436065674,0.707107126712799,17.5,0.134805351495743,-0.0625,0.0,2.37628841400147,0.868444442749023,4527.15087890625,200.0,29.2360038757324,72.0845489501953,59.0634002685547,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.133889093995094,4,2.0636931847117,1,-73.3708343505859,45.720832824707,10
S7389,1447.99987792969,100.667510631422,543.984619140625,273.684238449422,41.3966827392578,0,492.0,1602.0,5658.0,0.680227518081665,-0.70455527305603,1652.0,15.0495548248291,5.9375,0.0,0.0,70.8135147094727,5953.7998046875,198.817596435547,48.0841827392578,42.2609901428223,63.0618133544922,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0812075063586235,12,1.09861228866811,1,-2.83750009536743,37.404167175293,10
S1061,1285.0,211.501210215655,2388.92333984375,296.534824371637,64.0949630737305,4,392.0,2911.0,4764.0,-0.51543915271759,0.319358289241791,370.0,9.57858085632324,-10.0,0.0,0.0,98.8995590209961,4938.458984375,194.510604858398,50.9076652526856,38.9906921386719,52.326587677002,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.192381739616394,1,3.82646515031005,8,112.529167175293,23.1708335876465,9
S1125,1544.0,253.533182266715,1647.04772949219,309.516712274,58.2966613769531,100,600.0,3331.0,2658.0,-0.745687007904053,-0.214218020439148,57.5,0.988048791885376,0.1875,0.0,160.012313842773,49.4031982421875,5300.77099609375,200.0,62.4692001342774,30.6977806091309,54.672721862793,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778709873557091,1,4.94253488139232,9,-6.54583311080933,5.02083349227905,8
S2131,1425.0,177.417221456095,780.139770507813,286.416941170064,48.4016761779785,58,783.0,278.0,2545.0,-0.77606737613678,0.629820227622986,76.0,2.88199639320374,-4.5,0.0,1.02900266647339,19.161600112915,8459.4501953125,200.0,36.7443885803223,24.3361511230469,72.1381683349609,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.065120093524456,12,3.86423933073299,2,3.02083325386047,39.8375015258789,4
S1939,1244.0,142.5,607.194641113281,298.466749828739,77.6982879638672,100,1548.0,2660.0,1145.0,-0.909532308578491,-0.353345960378647,517.0,1.19508421421051,1.0,0.0,1014.77032470703,0.0,4645.2001953125,200.0,23.0080547332764,11.1409015655518,79.1237258911133,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20793080329895,4,3.22882615572137,2,108.0625,34.2874984741211,7
S6705,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,3.65870373283431,6,-155.329162597656,19.8208332061768,1
S3988,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,3.53263493754522,10,-155.3125,19.8291664123535,1
S1646,1365.0,176.5,1744.26416015625,326.5,46.1999740600586,100,575.0,3615.0,3060.0,0.909313082695007,0.313248932361603,40.0,1.20743715763092,-0.0625,0.0,32.0006675720215,0.5575110912323,3712.64086914063,200.0,26.8980884552002,13.1136016845703,61.018482208252,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201896786689758,4,3.23867845216438,3,115.720832824707,29.2875003814697,7
S2127,1749.0,256.483559726848,1340.91333007813,299.483568266847,48.6016426086426,0,182.0,415.0,5377.0,0.554700374603272,0.514495670795441,18.0,0.138355299830437,0.0625,0.0,0.0001228249602718,90.4071121215821,10634.693359375,65.3617630004883,40.6983184814453,95.9215545654297,71.8633804321289,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0587546639144421,1,2.48465659691077,1,-87.345832824707,20.4458332061768,8
S3085,1311.99987792969,56.6171106019956,405.435211181641,260.617030877998,102.401672363281,33,816.0,2293.0,3177.0,0.955075740814209,-0.0540659241378307,955.5,8.63039970397949,-0.6875,0.0,0.0,0.166400000452995,2781.78540039063,200.0,43.4135818481445,25.0406513214111,72.8394088745117,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123907677829266,4,3.17805383034795,4,118.220832824707,42.1291656494141,9
S5098,1100.0,39.5498899051078,395.561584472656,251.549889905108,62.9016456604004,85,1388.0,2058.0,1353.0,0.986429274082184,0.16007536649704,807.0,0.746354162693024,1.25,0.0,0.0,0.0,4617.9306640625,200.0,40.1504364013672,25.5126323699951,68.5633926391602,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.141255363821983,8,1.94591014905531,8,-107.6875,50.2958335876465,4
S2889,1292.0,189.5,1996.77233886719,333.5,56.2999992370606,73,2720.0,3351.0,3931.0,0.753552734851837,-0.260315239429474,33.5,0.78690767288208,-0.25,0.0,915.918090820312,0.0,1375.52233886719,200.0,28.9761238098145,20.0982666015625,58.0338134765625,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.181802615523338,4,3.79773382481349,5,116.262496948242,28.3708324432373,7
S4377,1260.0,126.599873941692,3311.09692382813,180.566476053691,24.2983322143555,0,266.0,-809.0,5397.0,0.178679093718529,0.983178436756134,1849.0,5.4882984161377,-1.25,0.0,0.0,12.07164478302,9696.0947265625,198.757888793945,42.4642868041992,173.340545654297,52.8579063415527,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,3.92815222195274,7,-155.320831298828,19.8208332061768,1
S2912,873.0,105.483265722001,813.446838378906,224.483265722001,11.5,59,788.0,3436.0,1770.0,-0.684363842010498,0.418383598327637,37.0,0.530445039272308,-1.125,0.0,4.47345924377441,32.833423614502,6692.2626953125,200.0,31.5538711547852,19.4111709594727,61.1898803710938,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.448400497436523,4,3.29583686600433,6,4.96250009536743,50.8624992370606,6
S952,2045.0,116.483482279075,54.0865936279297,335.499930415996,70.1900253295899,0,578.0,-1181.0,7312.0,0.778120636940002,-0.626493573188782,1166.5,0.962815761566162,-0.25,0.0,0.0,0.0,756.40002610264,179.694915771484,48.4813842773438,6.47866535186768,82.4994735717774,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0090217916294932,13,1.09861228866811,5,95.1791687011719,40.2125015258789,5
S3891,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,3.07574422842594,2,-155.3125,19.8291664123535,1
S4254,955.0,15.5165329524192,645.346923828125,248.516532952419,102.300003051758,0,290.0,1614.0,4150.0,-0.274905502796173,0.483674287796021,349.5,1.61769771575928,1.3125,0.0,0.0,51.4120903015137,4742.81201171875,200.0,37.2072944641113,64.1817321777344,57.154239654541,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0794548839330673,4,3.40671547448592,7,127.579170227051,47.6875,2
S1548,1244.0,142.5,607.194641113281,298.466749828739,77.6982879638672,100,1548.0,2660.0,1145.0,-0.909532308578491,-0.353345960378647,517.0,1.19508421421051,1.0,0.0,1014.77032470703,0.0,4645.2001953125,200.0,23.0080547332764,11.1409015655518,79.1237258911133,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20793080329895,4,2.99573227355399,8,108.0625,34.2874984741211,7
S2036,1299.0,225.265601929406,1177.38513183594,316.248880407406,78.6016693115234,59,1912.0,3704.0,1052.0,-0.772095441818237,-0.456646412611008,284.0,6.2477617263794,-10.1875,0.0,836.351989746094,10.3571557998657,5763.4453125,200.0,31.6461753845215,18.9283428192139,63.7507171630859,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.133629575371742,1,4.11903717481247,3,106.237503051758,24.2875003814697,4
S2315,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.67644602060318,4,3.61759828160405,9,9.46249961853027,48.4625015258789,7
S7502,961.0,27.5331530673779,662.265319824219,208.500279432622,62.8983268737793,0,922.0,3366.0,2554.0,0.93858003616333,0.343809127807617,951.0,0.88459849357605,-1.0,0.0,0.0,139.665237426758,5804.7705078125,181.60774230957,39.747142791748,186.327377319336,54.4500617980957,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.915380001068115,5,1.25276296849537,6,-117.970832824707,54.5791664123535,8
S2606,1388.0,127.5,669.5068359375,302.5,103.20002746582,100,922.0,1708.0,2103.0,-0.959413051605225,-0.27938124537468,30.5,0.183007910847664,-0.125,0.0,6.55247068405151,0.159288883209229,6023.32568359375,200.0,43.3804893493652,8.98649024963379,72.6166839599609,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.121631138026714,4,4.02150501330986,10,120.012496948242,36.6958351135254,2
S4640,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.67644602060318,4,2.89037175789616,1,9.46249961853027,48.4625015258789,7
S3489,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,2.30178473540931,4,-155.3125,19.8291664123535,1
S3419,1145.0,102.566172042996,670.25146484375,273.532921785246,83.3950042724609,69,958.0,1534.0,2598.0,-0.319207072257996,0.27205228805542,1384.5,8.64474105834961,12.6875,0.0,0.0,0.967466652393341,4373.3505859375,200.0,25.233793258667,16.7639579772949,79.6359481811524,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.195064529776573,4,2.13994851804446,2,107.412498474121,35.1208343505859,7
S3650,1214.0,169.467395017737,1571.87854003906,307.450869726989,56.2016525268555,41,765.0,475.0,2557.0,0.122175917029381,0.310281306505203,198.0,3.63102960586548,-4.8125,0.0,146.328628540039,22.3459548950195,6883.693359375,200.0,31.417200088501,20.2363700866699,61.7425346374512,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223375797271729,1,3.70070924884365,5,111.037498474121,29.654167175293,4
S5724,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,2.4091948280523,6,-155.3125,19.8291664123535,1
S4229,955.0,15.5165329524192,645.346923828125,248.516532952419,102.300003051758,0,290.0,1614.0,4150.0,-0.274905502796173,0.483674287796021,349.5,1.61769771575928,1.3125,0.0,0.0,51.4120903015137,4742.81201171875,200.0,37.2072944641113,64.1817321777344,57.154239654541,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0794548839330673,4,3.19863232281313,3,127.579170227051,47.6875,2
S6409,942.0,10.5334714519995,563.04248046875,193.566623890076,56.0100059509277,0,753.0,2920.0,3863.0,0.96480005979538,0.0912412628531456,1323.5,2.2123064994812,2.25,0.0,0.0,101.495109558105,4321.5390625,200.0,44.2741317749023,152.875381469727,54.2997741699219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.912875831127167,5,1.38629436111989,7,-118.604164123535,53.8791656494141,8
S1449,1285.0,211.501210215655,2388.92333984375,296.534824371637,64.0949630737305,4,392.0,2911.0,4764.0,-0.51543915271759,0.319358289241791,370.0,9.57858085632324,-10.0,0.0,0.0,98.8995590209961,4938.458984375,194.510604858398,50.9076652526856,38.9906921386719,52.326587677002,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.192381739616394,1,3.93180603546007,7,112.529167175293,23.1708335876465,9
S5243,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,3.01548588826901,8,-155.3125,19.8291664123535,1
S3237,1209.0,165.500479881817,1723.30578613281,302.517203971816,56.3999824523926,33,245.0,972.0,5143.0,0.409625023603439,0.557381272315979,288.5,4.63801527023315,-2.75,0.0,0.0,36.3639106750488,7380.6376953125,200.0,31.0758457183838,21.6644554138184,59.4560928344727,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223375797271729,1,3.29579984862721,9,111.012496948242,29.6375007629395,4
S6748,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2,2.79959571101757,8,-155.329162597656,19.8208332061768,1
S2697,1298.0,151.55006388343,1260.96569824219,305.55006388343,59.7000007629395,8,442.0,1703.0,3728.0,0.258781671524048,0.965907454490662,155.5,5.9802188873291,1.125,0.0,0.0,64.4970703125,5721.9384765625,200.0,30.7321090698242,29.2891044616699,60.7690544128418,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.166374772787094,4,3.93155108643279,4,118.279167175293,32.279167175293,10
S2146,746.0,68.5,675.801330566406,221.483263822001,25.2983531951904,71,641.0,3795.0,1951.0,-0.736559689044952,0.520795583724976,119.5,2.57710027694702,1.875,0.0,0.0,59.7031097412109,5572.7998046875,200.0,59.1700096130371,46.2486534118652,55.7486915588379,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0977248921990395,4,3.09104245335832,5,24.9291667938232,54.8208351135254,8
S1848,1285.0,211.501210215655,2388.92333984375,296.534824371637,64.0949630737305,4,392.0,2911.0,4764.0,-0.51543915271759,0.319358289241791,370.0,9.57858085632324,-10.0,0.0,0.0,98.8995590209961,4938.458984375,194.510604858398,50.9076652526856,38.9906921386719,52.326587677002,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.192381739616394,1,3.71357206670431,10,112.529167175293,23.1708335876465,9
S7294,950.0,30.4665276520027,532.548461914063,217.449791478004,48.9999961853027,0,646.0,1154.0,3665.0,-0.986118972301483,-0.0137710347771645,807.5,3.76091575622559,-4.5,0.0,0.0,52.4261322021484,4755.53466796875,200.0,46.5761489868164,201.474517822266,57.3732299804688,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.84877210855484,6,1.6094379124341,3,-119.695831298828,54.8125,6
S4061,1002.99993896484,15.3677487520462,1490.58276367188,180.384198411541,48.0000114440918,18,1042.0,5051.0,2185.0,0.642570912837982,-0.766010403633118,2169.0,18.3813533782959,-3.5,0.0,0.0,101.998580932617,4626.294921875,195.808288574219,41.3598823547363,107.794136047363,57.2125854492188,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0046003288589417,10,3.36729582998647,7,76.9875030517578,43.1291656494141,5
S3065,1728.0,253.5,1402.36486816406,313.5,50.1983299255371,0,234.0,1960.0,4771.0,-0.707106471061707,0.610801756381989,15.5,0.0978320688009262,0.25,0.0,0.0063379555940628,118.854400634766,14084.912109375,40.2165756225586,41.5113716125488,68.8813247680664,74.0901031494141,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0585042797029018,1,1.59594734003754,1,-87.2125015258789,21.2124996185303,8
S3068,813.0,83.4997195625803,628.448913574219,216.483265526001,14.2983551025391,72,754.0,3960.0,1958.0,0.951338410377502,0.0543384738266468,294.5,2.81896114349365,1.4375,0.0,0.263349592685699,39.8696899414063,6268.58251953125,200.0,24.4008712768555,36.1324920654297,64.638298034668,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.584270894527435,4,2.48482327928295,6,10.4208335876465,51.2708320617676,10
S1650,1244.0,142.5,607.194641113281,298.466749828739,77.6982879638672,100,1548.0,2660.0,1145.0,-0.909532308578491,-0.353345960378647,517.0,1.19508421421051,1.0,0.0,1014.77032470703,0.0,4645.2001953125,200.0,23.0080547332764,11.1409015655518,79.1237258911133,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.20793080329895,4,2.77258872223978,7,108.0625,34.2874984741211,7
S1300,1440.0,149.5,585.295593261719,316.51672661,89.4033584594727,100,842.0,1977.0,2105.0,0.577159464359283,-0.28967359662056,121.0,0.20753213763237,-0.1875,0.0,20.9813842773438,0.0,3801.43383789063,200.0,26.2379627227783,12.746621131897,80.502815246582,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25816947221756,4,4.40548680611074,8,113.395835876465,34.8875007629395,10
S2877,665.0,64.5,576.911682128906,188.533220641134,28.1033229827881,25,1778.0,2585.0,1856.0,-0.581238806247711,-0.813733041286469,0.0,0.0,0.0,0.0,9.27466201782227,75.4638214111328,6710.97216796875,139.56999206543,58.4025573730469,123.125305175781,52.0227203369141,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.177691742777824,4,4.06035678151647,9,19.5458335876465,60.2374992370606,10
S3002,1261.0,130.567312628764,3437.0693359375,183.533635882383,24.1966648101807,0,296.0,-647.0,4310.0,0.584362030029297,0.81149297952652,1773.5,4.93421936035156,-0.5,0.0,0.0,66.0131530761719,7730.611328125,190.601638793945,48.1131896972656,203.790771484375,49.0102996826172,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,2.95740711721675,2,-155.3125,19.8208332061768,1
S4397,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,3.21767507679286,3,-155.3125,19.8291664123535,1
S6820,735.0,60.5,695.426818847656,212.516737845999,34.1016731262207,29,739.0,3439.0,3038.0,0.228045076131821,0.316227972507477,42.5,1.16738963127136,-0.375,0.0,0.0,114.606575012207,4693.15283203125,200.0,67.1664657592774,159.878143310547,51.4278106689453,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.118896625936031,4,2.29807492985228,10,27.2625007629395,58.2958335876465,8
S5615,931.0,8.46593138315331,651.889831542969,197.482666885152,62.2016754150391,0,1094.0,3364.0,2820.0,-0.723101675510407,0.610350847244263,1349.0,1.72213387489319,-3.0,0.0,0.0,101.56941986084,5927.521484375,199.810699462891,39.7127838134766,136.359176635742,56.2010154724121,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.920793175697327,5,1.79175946922806,8,-117.329170227051,53.4124984741211,9
S6030,1795.0,247.5,1124.7783203125,330.51670077,86.3000106811523,6,533.0,2793.0,3781.0,-0.535953879356384,0.168769329786301,31.5,0.23693585395813,-0.25,2.23437452316284,0.0,50.7775993347168,8069.47021484375,200.0,61.760066986084,12.9810218811035,62.8358268737793,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.169138997793198,7,3.15576564514435,1,34.3708343505859,-18.9458332061768,5
